Date,Type,No.,Customer,Memo,Total before VAT,VAT,Amount,Balance,Status
07/01/2023,Invoice,5044,FAO Megan Lee,We 01.01.23,"2,688.00",537.60,"3,225.60",0.00,paid
07/01/2023,Invoice,5043,FAO Megan Lee,We 25.12.22,"2,880.00",576.00,"3,456.00",0.00,paid
07/01/2023,Invoice,5049,ISSUKIRE,"We 01.01.2023

P105709524   inv 361","4,867.20",973.44,"5,840.64",0.00,paid
07/01/2023,Invoice,5048,ISSUKIRE,"We 25.12.2022

P105714165    INV  352","6,582.55","1,316.51","7,899.06",0.00,paid
07/01/2023,Invoice,5071,Mitie Security Ltd,"Co Op Edinburgh South Clerk

We 01.01.2023    F00200147765   inv 671",101.52,20.30,121.82,0.00,paid
07/01/2023,Invoice,5062,Mitie Security Ltd,"Waitrose 706 Bracknell RG12 1RQ

We 25.12.2022   Po Missing",216.00,43.20,259.20,0.00,paid
07/01/2023,Invoice,5050,Mitie Security Ltd,"763 Barrhead Rd Glasgow G53 6AG

We 25.12.2022   F00200146507  inv 568",270.00,54.00,324.00,0.00,paid
07/01/2023,Invoice,5052,Mitie Security Ltd,"Savills Hermiston Gait Hermiston

We 25.12.2022   F00200146515  inv 652",364.50,72.90,437.40,0.00,paid
07/01/2023,Invoice,5059,Mitie Security Ltd,"Co op Howden West Livingstone

We 25.12.2022   F00200147781   inv 672",380.70,76.14,456.84,0.00,paid
07/01/2023,Invoice,5072,Mitie Security Ltd,"Co op Howden West Livingstone

We 01.01.2023    F00200147791   inv  679",406.08,81.22,487.30,0.00,paid
07/01/2023,Invoice,5060,Mitie Security Ltd,"Earl Grey Street Edinburgh

We 25.12.2022   F00200147789  inv 677",406.08,81.22,487.30,0.00,paid
07/01/2023,Invoice,5057,Mitie Security Ltd,"Co op Edinburgh Frederick

We 25.12.2022   F00200147790  inv 678",406.08,81.22,487.30,0.00,paid
07/01/2023,Invoice,5073,Mitie Security Ltd,"Earl Grey Street Edinburgh

We 01.01.2023     F00200147782    inv 673",507.60,101.52,609.12,0.00,paid
07/01/2023,Invoice,5058,Mitie Security Ltd,"Co Op Edinburgh McDonald Road

We 25.12.2022   F00200147792  inv 680",507.60,101.52,609.12,0.00,paid
07/01/2023,Invoice,5070,Mitie Security Ltd,"Co Op Edinburgh McDonald

We 01.01.2023    F00200147784   inv 675",609.12,121.82,730.94,0.00,paid
07/01/2023,Invoice,5056,Mitie Security Ltd,"Co Op Edinburgh Dalry Road

We 25.12.2022   F00200147681     inv 561",609.12,121.82,730.94,0.00,paid
07/01/2023,Invoice,5066,Mitie Security Ltd,"waitrose 145 Morningside Rd

We 01.01.2023   F00200146637  inv 659",648.00,129.60,777.60,0.00,paid
07/01/2023,Invoice,5054,Mitie Security Ltd,"waitrose 145 Morningside Rd 

We 25.12.2022   F00200146519  inv 654",648.00,129.60,777.60,0.00,paid
07/01/2023,Invoice,5053,Mitie Security Ltd,"Sqa Scottish Qualifications 

We 25.12.2022   	F00200146518  inv 653",648.00,129.60,777.60,0.00,paid
07/01/2023,Invoice,5065,Mitie Security Ltd,"Savills Hermiston Gait

We 01.01.2023   F00200146522  inv 757",715.50,143.10,858.60,0.00,paid
07/01/2023,Invoice,5068,Mitie Security Ltd,"Co Op Edinburgh Dalry Road


We 01.01.2023    	F00200147783   inv 674",812.16,162.43,974.59,0.00,paid
07/01/2023,Invoice,5064,Mitie Security Ltd,"SASA1 Roddinglaw Rd Edinburgh

We 01.01.2023   F00200146521 inv 656",816.75,163.35,980.10,0.00,paid
07/01/2023,Invoice,5063,Mitie Security Ltd,"MS Edinburgh 54 Princes Street Edinburgh

We 01.01.2023   	F00200146520  inv 655",985.50,197.10,"1,182.60",0.00,paid
07/01/2023,Invoice,5051,Mitie Security Ltd,"SASA1 Roddinglaw Rd

We 25.12.2022  F00200146514  inv 651","1,269.00",253.80,"1,522.80",0.00,paid
07/01/2023,Invoice,5055,Mitie Security Ltd,"DARREN STEVENS @ We 25.12.2022

We 25.12.2022   F00200140385  inv 560","2,686.67",537.33,"3,224.00",0.00,paid
07/01/2023,Invoice,5067,Mitie Security Ltd,"darren stevens @ We 01.01.2023

F00200144302 inv 567","3,575.00",715.00,"4,290.00",0.00,paid
15/01/2023,Invoice,7056,Mitie Security Ltd,"Vallourec
F00200234831  
   INV  -  2090    We  14.05.2023",72.55,14.51,87.06,0.00,paid
16/01/2023,Invoice,5074,GROSVERN,OCT 2022,"3,100.00",620.00,"3,720.00",0.00,paid
17/01/2023,Invoice,5096,Alandale Logistics Ltd,We 08.01.2023  Fullham FC,142.80,28.56,171.36,0.00,paid
17/01/2023,Invoice,5086,Alandale Logistics Ltd,we 25.12.2022     Sherwood Street,226.10,45.22,271.32,0.00,paid
17/01/2023,Invoice,5078,Alandale Logistics Ltd,we 18.12.2022  The Shard London SE1 9SG,302.91,60.58,363.49,0.00,paid
17/01/2023,Invoice,5089,Alandale Logistics Ltd,"we 01.01.2023	Fullham FC",571.20,114.24,685.44,0.00,paid
17/01/2023,Invoice,5081,Alandale Logistics Ltd,"we 25.12.2022	Fullham FC",571.20,114.24,685.44,0.00,paid
17/01/2023,Invoice,5093,Alandale Logistics Ltd,"we 01/01/2023	    Sherwood Street",618.80,123.76,742.56,0.00,paid
17/01/2023,Invoice,5091,Alandale Logistics Ltd,"we 01/01/2023	     Nova Victoria",642.60,128.52,771.12,0.00,paid
17/01/2023,Invoice,5094,Alandale Logistics Ltd,We 08.01.2023      Berkeley Street,714.00,142.80,856.80,0.00,paid
17/01/2023,Invoice,5084,Alandale Logistics Ltd,we 25.12.2022     Nova Victoria,714.00,142.80,856.80,0.00,paid
17/01/2023,Invoice,5098,Alandale Logistics Ltd,"We 08.01.2023	     Nova Victoria",761.60,152.32,913.92,0.00,paid
17/01/2023,Invoice,5087,Alandale Logistics Ltd,we 01.01.2023      Berkeley Street,856.80,171.36,"1,028.16",0.00,paid
17/01/2023,Invoice,5079,Alandale Logistics Ltd,we 25.12.2022      Berkeley Street,856.80,171.36,"1,028.16",0.00,paid
17/01/2023,Invoice,5082,Alandale Logistics Ltd,we 25.12.2022     Lewisham House,"1,225.70",245.14,"1,470.84",0.00,paid
17/01/2023,Invoice,5097,Alandale Logistics Ltd,We 08.01.2023   Lewisham House,"1,243.55",248.71,"1,492.26",0.00,paid
17/01/2023,Invoice,5090,Alandale Logistics Ltd,We 01.01.2023     Lewisham House,"1,671.95",334.39,"2,006.34",0.00,paid
17/01/2023,Invoice,5095,Alandale Logistics Ltd,"We 08.01.2023	 COLT LON4","1,785.00",357.00,"2,142.00",0.00,paid
17/01/2023,Invoice,5099,Alandale Logistics Ltd,We 08.01.2023    The Shard London SE1 9SG,"2,423.28",484.66,"2,907.94",0.00,paid
17/01/2023,Invoice,5080,Alandale Logistics Ltd,"we 25.12.2022 	 COLT LON4","3,111.85",622.37,"3,734.22",0.00,paid
17/01/2023,Invoice,5085,Alandale Logistics Ltd,"we 25.12.2022	  The Shard London SE1 9SG","3,134.46",626.89,"3,761.35",0.00,paid
17/01/2023,Invoice,5092,Alandale Logistics Ltd,"we 01/01/2023	   The Shard London SE1 9SG","3,332.01",666.40,"3,998.41",0.00,paid
17/01/2023,Invoice,5088,Alandale Logistics Ltd,"we 01.01.2023	 COLT LON4","3,998.40",799.68,"4,798.08",0.00,paid
17/01/2023,Invoice,5102,O&B SECURITY LIMITED,WE  25.12.2022          ISG Oak Cancer Centre,216.00,43.20,259.20,0.00,paid
17/01/2023,Invoice,5103,O&B SECURITY LIMITED,"WE  25.12.2022     Wates, Carnival Place,",281.25,56.25,337.50,0.00,paid
17/01/2023,Invoice,5101,O&B SECURITY LIMITED,"WE  18.12.2022     Wates, Carnival Place,",281.25,56.25,337.50,0.00,paid
17/01/2023,Invoice,5106,O&B SECURITY LIMITED,WE  01.01.2023       ISG Oak Cancer Centre,300.00,60.00,360.00,0.00,paid
17/01/2023,Invoice,5100,O&B SECURITY LIMITED,WE  18.12.2022         ISG Oak Cancer Centre,303.75,60.75,364.50,0.00,paid
17/01/2023,Invoice,5108,O&B SECURITY LIMITED,WE  08.01.2023     ISG Oak Cancer Centre,456.00,91.20,547.20,0.00,paid
17/01/2023,Invoice,5109,O&B SECURITY LIMITED,"WE  08.01.2023      Wates, Carnival Place,",483.75,96.75,580.50,0.00,paid
17/01/2023,Invoice,5107,O&B SECURITY LIMITED,WE  08.01.2023   David Wilson Homes,540.00,108.00,648.00,0.00,paid
17/01/2023,Invoice,5110,O&B SECURITY LIMITED,We 08.01.2023       St Joseph Snow Hill,720.00,144.00,864.00,0.00,paid
17/01/2023,Invoice,5111,O&B SECURITY LIMITED,We 15.01.2023      St Joseph Snow Hill,"1,008.00",201.60,"1,209.60",0.00,paid
17/01/2023,Invoice,5104,O&B SECURITY LIMITED,WE  25.12.2022     David Wilson Homes,"1,248.75",249.75,"1,498.50",0.00,paid
17/01/2023,Invoice,5105,O&B SECURITY LIMITED,WE  01.01.2023    David Wilson Homes,"2,700.00",540.00,"3,240.00",0.00,paid
17/01/2023,Invoice,5075,OSS Managed Services Ltd,Yeovil - MAJ202/   RJ81284,150.00,30.00,180.00,0.00,paid
17/01/2023,Invoice,5077,OSS Managed Services Ltd,Sevenoaks - MAJ171/    RJ83784,161.00,32.20,193.20,0.00,paid
17/01/2023,Invoice,5076,OSS Managed Services Ltd,Sevenoaks - MAJ171/   RJ83746,196.00,39.20,235.20,0.00,paid
18/01/2023,Invoice,5113,Alandale Logistics Ltd,We 18.12.2022     Berkeley Street,714.00,142.80,856.80,0.00,paid
18/01/2023,Invoice,5116,Alandale Logistics Ltd,"We 18.12.2022	     Nova Victoria",719.95,143.99,863.94,0.00,paid
18/01/2023,Invoice,5115,Alandale Logistics Ltd,We  18.12.2022    Lewisham House,856.80,171.36,"1,028.16",0.00,paid
18/01/2023,Invoice,5114,Alandale Logistics Ltd,"We  18.12.2022	 COLT LON4","1,374.45",274.89,"1,649.34",0.00,paid
18/01/2023,Invoice,5112,FAO Megan Lee,We 08.01.23,"2,976.00",595.20,"3,571.20",0.00,paid
18/01/2023,Invoice,5117,ISSUKIRE,"We 08.01.2023

P105713227    inv 350","5,762.45","1,152.49","6,914.94",0.00,paid
18/01/2023,Invoice,5127,Mitie Security Ltd,"Earl Grey Street Edinburgh

F00200152302  inv   788   We 08.01.2023",507.60,101.52,609.12,0.00,paid
18/01/2023,Invoice,5126,Mitie Security Ltd,"Co op Howden West Livingstone 

We 08.01.2023    F00200152303   inv 690",507.60,101.52,609.12,0.00,paid
18/01/2023,Invoice,5125,Mitie Security Ltd,"Co Op Edinburgh McDonald Road
 
F00200152304   inv  691",507.60,101.52,609.12,0.00,paid
18/01/2023,Invoice,5120,Mitie Security Ltd,"Savills Hermiston Gait Hermiston

We 08.01.2023 PF00200154584  inv 696",607.50,121.50,729.00,0.00,paid
18/01/2023,Invoice,5121,Mitie Security Ltd,"Sqa Scottish Qualifications

We 08.01.2023    F00200154586   inv 699",648.00,129.60,777.60,0.00,paid
18/01/2023,Invoice,5124,Mitie Security Ltd,"Co Op Edinburgh Dalry Road
F00200153666   inv  692",710.64,142.13,852.77,0.00,paid
18/01/2023,Invoice,5122,Mitie Security Ltd,"waitrose 145 Morningside Rd 

We 08.01.2023    F00200154582   inv 694",837.00,167.40,"1,004.40",0.00,paid
18/01/2023,Invoice,5119,Mitie Security Ltd,"SASA1 Roddinglaw Rd Edinburgh

We 08.01.2023     F00200154585   inv 698",938.25,187.65,"1,125.90",0.00,paid
18/01/2023,Invoice,5118,Mitie Security Ltd,"MS Edinburgh 54 Princes

We 08.01.2023    F00200154583   inv 695","1,134.00",226.80,"1,360.80",0.00,paid
18/01/2023,Invoice,5123,Mitie Security Ltd,"Darren Stevens @ We 08.01.2023 

F00200149094   inv 681","5,193.50","1,038.70","6,232.20",0.00,paid
20/01/2023,Invoice,5132,1st Nationwide Security Ltd,,12.00,2.40,14.40,0.00,paid
20/01/2023,Invoice,5134,Mitie Security Ltd,"Coop Minster Aspen Drive

WE 11.12.2022   F00200137623  inv 556",432.00,86.40,518.40,0.00,paid
20/01/2023,Invoice,5135,Mitie Security Ltd,"Homes For Students Beaverbank 

WE  25.12.2022    F00200146512  inv 630",486.00,97.20,583.20,0.00,paid
20/01/2023,Invoice,5133,Mitie Security Ltd,"Homes For Students Beaverbank 

WE 27.11.2022     F00200136521  inv 555",573.50,114.70,688.20,0.00,paid
20/01/2023,Invoice,5147,Securitas Security Services (UK) Ltd,"BARCLAYS MANCHESTER LONGSIGH  
 
Manager Shaun Nicholson Dec 2022  S-POR1054173",116.00,23.20,139.20,0.00,paid
20/01/2023,Invoice,5151,Securitas Security Services (UK) Ltd,"Manager Frances Lenon    2

Dec 2022     S-PIN1077266",145.00,29.00,174.00,0.00,paid
20/01/2023,Invoice,5139,Securitas Security Services (UK) Ltd,"Manager Baanujah

Dec 2022     S-POR1054114",145.00,29.00,174.00,0.00,paid
20/01/2023,Invoice,5145,Securitas Security Services (UK) Ltd,"Manager Martin Edney

Dec 2022     S-POR1055940",174.00,34.80,208.80,0.00,paid
20/01/2023,Invoice,5142,Securitas Security Services (UK) Ltd,"Manager Sarah Smith

Dec 2022    S-POR1053903",174.00,34.80,208.80,0.00,paid
20/01/2023,Invoice,6215,Securitas Security Services (UK) Ltd,"Manager Anthony Orr 

Dec 2022    S-POR1060226    INV     8",348.00,69.60,417.60,0.00,paid
20/01/2023,Invoice,6210,Securitas Security Services (UK) Ltd,"Manager Anthony Orr 

Dec 2022     S-POR1060220   INV     3",696.00,139.20,835.20,0.00,paid
20/01/2023,Invoice,6214,Securitas Security Services (UK) Ltd,"Manager Anthony Orr 

Dec 2022    S-POR1060225   INV     7",870.00,174.00,"1,044.00",0.00,paid
20/01/2023,Invoice,6211,Securitas Security Services (UK) Ltd,"Manager Anthony Orr 

Dec 2022     S-POR1060222    INV     4",870.00,174.00,"1,044.00",0.00,paid
20/01/2023,Invoice,6209,Securitas Security Services (UK) Ltd,"Manager Anthony Orr 

Dec 2022     S-POR1060218      INV     2",870.00,174.00,"1,044.00",0.00,paid
20/01/2023,Invoice,6213,Securitas Security Services (UK) Ltd,"Manager Anthony Orr 

Dec 2022     S-POR1060224    INV     6",928.00,185.60,"1,113.60",0.00,paid
20/01/2023,Invoice,6212,Securitas Security Services (UK) Ltd,"Manager Anthony Orr 

Dec 2022     S-POR1060223     INV     5",957.00,191.40,"1,148.40",0.00,paid
20/01/2023,Invoice,5149,Securitas Security Services (UK) Ltd,"Manager Waqas Afsar

Dec 2022     S-PIN1077271","1,087.50",217.50,"1,305.00",0.00,paid
20/01/2023,Invoice,5140,Securitas Security Services (UK) Ltd,"Manager Frances Lenon

Dec 2022    S-POR1054100","1,218.00",243.60,"1,461.60",0.00,paid
20/01/2023,Invoice,5138,Securitas Security Services (UK) Ltd,"Manager aqib tahir


Dec 2022     S-PIN1077235","1,537.00",307.40,"1,844.40",0.00,paid
20/01/2023,Invoice,5143,Securitas Security Services (UK) Ltd,"Manager James Morse

Dec 2022     S-POR1054205","2,262.00",452.40,"2,714.40",0.00,paid
20/01/2023,Invoice,5137,Securitas Security Services (UK) Ltd,"Manager  Guy Watson

Dec 2022     PO S-POR1054394","2,610.00",522.00,"3,132.00",0.00,paid
20/01/2023,Invoice,5144,Securitas Security Services (UK) Ltd,"Manager JASON DOYLE 

Dec 2022    S-PIN1077274","4,263.00",852.60,"5,115.60",0.00,paid
20/01/2023,Invoice,5146,Securitas Security Services (UK) Ltd,"Manager MICHAEL PAUL

Dec 2022      S-POR1053148","5,988.50","1,197.70","7,186.20",0.00,paid
20/01/2023,Invoice,5148,Securitas Security Services (UK) Ltd,"Manager Anthony Orr 

Dec 2022     S-POR1060217     INV     1","6,409.00","1,281.80","7,690.80","1,044.00",overdue
20/01/2023,Invoice,5150,Securitas Security Services (UK) Ltd,"Manager SHANE CARTER

Dec 2022     PO Missing","33,828.57","6,765.71","40,594.28",0.00,paid
20/01/2023,Invoice,5136,UK Protection Ltd,Dec  2022,"2,021.63",404.33,"2,425.96",0.00,paid
21/01/2023,Invoice,5153,Brooknight Security,Dec 2022,"4,151.39",830.28,"4,981.67",0.00,paid
21/01/2023,Invoice,5154,Excellerate Services,Dec 2022    16118,825.00,165.00,990.00,0.00,paid
21/01/2023,Invoice,5155,Servoca Secure Solutions Ltd,Dec 2022,"1,925.70",385.14,"2,310.84",0.00,paid
21/01/2023,Invoice,5156,STMSECUR,Dec  2022,"12,563.84","2,512.77","15,076.61",0.00,paid
21/01/2023,Invoice,5157,SWL Security Services,Dec 2022,121.50,24.30,145.80,0.00,paid
23/01/2023,Invoice,5165,Ellis Brigham Ltd,Ellis Brigham Ltd  Dec 2022,"1,131.00",226.20,"1,357.20",0.00,paid
23/01/2023,Invoice,5164,Ellis Brigham Ltd,Ellis Brigham Leases Ltd    Dec 2022,"2,759.16",551.83,"3,310.99",0.00,paid
23/01/2023,Invoice,5160,Interr ltd,Oct 2022,72.00,14.40,86.40,0.00,paid
23/01/2023,Invoice,5161,Interr ltd,Nov 2022,"3,177.00",635.40,"3,812.40",0.00,paid
23/01/2023,Invoice,5162,Interr ltd,Dec 2022,"4,101.00",820.20,"4,921.20",0.00,paid
23/01/2023,Invoice,5158,Servo Group,Dec 2022,"6,630.00","1,326.00","7,956.00",0.00,paid
23/01/2023,Invoice,5159,UK FORCE SERVICES Ltd,Dec 2022,192.00,38.40,230.40,0.00,paid
24/01/2023,Invoice,5167,Atalian Servest Group,Dec 2022   Manager Andrew Westhead,130.50,26.10,156.60,0.00,paid
24/01/2023,Invoice,5173,Atalian Servest Group,"Dec 2022   Manager Rohit Behl

​",507.50,101.50,609.00,0.00,paid
24/01/2023,Invoice,5166,Atalian Servest Group,Dec 2022   Manager Alan Soutar,"1,000.50",200.10,"1,200.60",0.00,paid
24/01/2023,Invoice,5172,Atalian Servest Group,"Dec 2022   Manager Jez Dyer​

​","1,044.00",208.80,"1,252.80",0.00,paid
24/01/2023,Invoice,5169,Atalian Servest Group,Dec 2022   Manager David Lines,"1,392.00",278.40,"1,670.40",0.00,paid
24/01/2023,Invoice,5168,Atalian Servest Group,Dec 2022   Manager Christian Moore,"2,262.00",452.40,"2,714.40",0.00,paid
24/01/2023,Invoice,5171,Atalian Servest Group,"Dec 2022   Manager Jason Silver 
​","2,463.84",492.77,"2,956.61",0.00,paid
24/01/2023,Invoice,5174,Atalian Servest Group,"Dec 2022   Manager Wendy Abbott 


​","4,313.75",862.75,"5,176.50",0.00,paid
24/01/2023,Invoice,5170,Atalian Servest Group,Dec 2022   Manager Emily Sinden​,"5,133.00","1,026.60","6,159.60",0.00,paid
26/01/2023,Invoice,5209,FAO Megan Lee,We 22.01.23,"2,688.00",537.60,"3,225.60",0.00,paid
26/01/2023,Invoice,5208,FAO Megan Lee,We 15.01.23,"2,688.00",537.60,"3,225.60",0.00,paid
26/01/2023,Invoice,5179,ISSUKIRE,"We 15.01.2023

P105718008   inv   351","5,222.10","1,044.42","6,266.52",0.00,paid
26/01/2023,Invoice,5178,ISSUKIRE,"We 22.01.2023

P105718009   inv 353","5,301.10","1,060.22","6,361.32",0.00,paid
26/01/2023,Invoice,5204,Mitie Security Ltd,"Waitrose 240 Biggin Hill TN16 3BB
F00200156857  inv 700
    We 22.01.2023",224.00,44.80,268.80,0.00,paid
26/01/2023,Invoice,5189,Mitie Security Ltd,"Co op Howden West Livingstone 

F00200157327  inv 702  We 15.01.2023",263.32,52.66,315.98,0.00,paid
26/01/2023,Invoice,5191,Mitie Security Ltd,"Waitrose 240 Biggin Hill 

F00200150850  Inv 683    We 15.01.2023",336.00,67.20,403.20,0.30,overdue
26/01/2023,Invoice,5183,Mitie Security Ltd,"Savills Hermiston Gait Hermiston 

We 15.01.2023    F00200158302   inv 714",364.50,72.90,437.40,0.00,paid
26/01/2023,Invoice,5205,Mitie Security Ltd,"Waitrose 556 Edenbridge TN8 5LN

F00200157422  inv 706   We 22.01.2023",476.00,95.20,571.20,0.00,paid
26/01/2023,Invoice,5202,Mitie Security Ltd,"Co Op Edinburgh McDonald Road EH7 4LU
F00200157766 inv 709  We 22.01.2023",494.91,98.98,593.89,0.00,paid
26/01/2023,Invoice,5203,Mitie Security Ltd,"Earl Grey Street Edinburgh EH3 9BN

	F00200157765   inv 708      We 22.01.2023",507.60,101.52,609.12,0.00,paid
26/01/2023,Invoice,5190,Mitie Security Ltd,"Earl Grey Street Edinburgh EH3 9BN 

F00200157326         We 15.01.2023",507.60,101.52,609.12,0.00,paid
26/01/2023,Invoice,5188,Mitie Security Ltd,"Co Op Edinburgh McDonald Road

F00200157328   inv 703  We 15.01.2023",507.60,101.52,609.12,0.00,paid
26/01/2023,Invoice,5197,Mitie Security Ltd,"SASA1 Roddinglaw Rd Edinburgh
	F00200158399   inv  719  We 22.01.2023",519.75,103.95,623.70,0.00,paid
26/01/2023,Invoice,5193,Mitie Security Ltd,"Waitrose 653 Hailsham BN27 1BE

F00200150912  in 685  We 15.01.2023",560.00,112.00,672.00,0.00,paid
26/01/2023,Invoice,5206,Mitie Security Ltd,"Waitrose 653 Hailsham BN27 1BE

F00200157423   inv 707   We 22.01.2023",574.00,114.80,688.80,0.00,paid
26/01/2023,Invoice,5192,Mitie Security Ltd,"Waitrose 556 Edenbridge TN8 5LN

F00200150894  inv  684  We 15.01.2023",602.00,120.40,722.40,0.00,paid
26/01/2023,Invoice,5180,Mitie Security Ltd,"Homes For Students Beaverbank  We 15.01.2023

F00200158304   inv  716",607.50,121.50,729.00,0.00,paid
26/01/2023,Invoice,5201,Mitie Security Ltd,"Co Op Edinburgh Dalry Road

F00200157767  inv 710  We 22.01.2023",609.12,121.82,730.94,0.00,paid
26/01/2023,Invoice,5187,Mitie Security Ltd,"Co Op Edinburgh Dalry 

F00200157336   inv 705  We 15.01.2023",609.12,121.82,730.94,0.00,paid
26/01/2023,Invoice,5198,Mitie Security Ltd,"Sqa Scottish Qualifications Auth 24

F00200158398    inv 718  We 22.01.2023",648.00,129.60,777.60,0.00,paid
26/01/2023,Invoice,5184,Mitie Security Ltd,"Sqa Scottish Qualifications Auth 24

We 15.01.2023    F00200158281   inv 712",648.00,129.60,777.60,0.00,paid
26/01/2023,Invoice,5199,Mitie Security Ltd,"waitrose 145 Morningside Rd Edinburgh
F00200158416   inv 720    We 22.01.2023",729.00,145.80,874.80,0.00,paid
26/01/2023,Invoice,5185,Mitie Security Ltd,"waitrose 145 Morningside Rd E

We 15.01.2023    F00200158280  inv 711",729.00,145.80,874.80,0.00,paid
26/01/2023,Invoice,5182,Mitie Security Ltd,"SASA1 Roddinglaw Rd Edinburgh EH12 9FJ

We 15.01.2023    F00200158301   inv 713",796.50,159.30,955.80,0.00,paid
26/01/2023,Invoice,5211,Mitie Security Ltd,"Sqa Scottish Qualifications Auth 

We 01.01.2023  F00200146523  inv 658",810.00,162.00,972.00,0.00,paid
26/01/2023,Invoice,5210,Mitie Security Ltd,"MS Edinburgh 54 Princes Street Edinburgh
 
WE  25.12.2022     inv 650  F00200146513",891.00,178.20,"1,069.20",0.00,paid
26/01/2023,Invoice,5196,Mitie Security Ltd,"MS Edinburgh 54 Princes Street

F00200159858  inv  722  We 22.01.2023",985.50,197.10,"1,182.60",0.00,paid
26/01/2023,Invoice,5181,Mitie Security Ltd,"MS Edinburgh 54 Princes Street Edinburgh 
  We 15.01.2023

F00200158303   inv 715",985.50,197.10,"1,182.60",0.00,paid
26/01/2023,Invoice,5195,Mitie Security Ltd,"Homes For Students Beaverbank 10

F00200158391   inv 717   We 22.01.2023","1,188.00",237.60,"1,425.60",0.00,paid
26/01/2023,Invoice,5200,Mitie Security Ltd,"Darren Stevens @ We 22.01.2023 

F00200158863   inv 721","1,495.00",299.00,"1,794.00",0.00,paid
26/01/2023,Invoice,5186,Mitie Security Ltd,"Darren Stevens @ We 15.01.2023 

F00200154031   inv 693","4,446.00",889.20,"5,335.20",0.00,paid
26/01/2023,Invoice,5177,Securitas Security Services (UK) Ltd,"Manager Micheal Paul

Nov 22   S-POR1052106",210.25,42.05,252.30,0.00,paid
28/01/2023,Invoice,5213,O&B SECURITY LIMITED,"WE  22.01.2023     Wates, Carnival Place,",180.00,36.00,216.00,0.00,paid
28/01/2023,Invoice,5215,O&B SECURITY LIMITED,WE  22.01.2023   ISG Oak Cancer Centre,360.00,72.00,432.00,0.00,paid
28/01/2023,Invoice,5212,O&B SECURITY LIMITED,"WE  15.01.2023    Wates, Carnival Place,",382.50,76.50,459.00,0.00,paid
28/01/2023,Invoice,5214,O&B SECURITY LIMITED,We 22.01.2023       St Joseph Snow Hill,"1,440.00",288.00,"1,728.00",0.00,paid
